Text,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
@Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm,0,"['punctuation', 'rhetorical devices', 'topic', 'emotional contrasts', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, rhetorical devices, topic, emotional contrasts, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'language style', 'keywords', 'common knowledge', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, language style, keywords, common knowledge, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'emotional words', 'punctuation', 'rhetorical devices', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, emotional words, punctuation, rhetorical devices, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,"""sarcastic""",1,1
A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony,1,"['common knowledge', 'special symbols', 'rhetorical devices', 'keywords', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, special symbols, rhetorical devices, keywords, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'emotional words', 'language style', 'common knowledge', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, emotional words, language style, common knowledge, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'common knowledge', 'cultural background', 'emotional words', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, common knowledge, cultural background, emotional words, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm,1,"['emotional words', 'language style', 'special symbols', 'punctuation', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, language style, special symbols, punctuation, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'surface emotion', 'language style', 'cultural background', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, surface emotion, language style, cultural background, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'common knowledge', 'keywords', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, common knowledge, keywords, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Is there a basketball game on today? I'm not really sure. #ESPN seems to not be promoting anything about it. #sarcasm\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
@Ed_Miliband @edballsmp @andyburnhammp We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt,0,"['context', 'keywords', 'emotional contrasts', 'language style', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, keywords, emotional contrasts, language style, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Ed_Miliband @edballsmp @andyburnhammp We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'special symbols', 'emotional words', 'context', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, special symbols, emotional words, context, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Ed_Miliband @edballsmp @andyburnhammp We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'punctuation', 'common knowledge', 'rhetorical devices', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, punctuation, common knowledge, rhetorical devices, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @Ed_Miliband @edballsmp @andyburnhammp We Agree #NHSENGLAND needs to #Publish #AandE figures over #HolidayPeriod #Sarcasm from #JeremyHunt\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing",0,"['keywords', 'context', 'surface emotion', 'common knowledge', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, context, surface emotion, common knowledge, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'special symbols', 'common knowledge', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, special symbols, common knowledge, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'context', 'topic', 'rhetorical devices', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, context, topic, rhetorical devices, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        If you've got the world on a string, you should give me some of that string, think of all the cool applications. #whatamidoing\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms,0,"['surface emotion', 'emotional contrasts', 'topic', 'special symbols', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: surface emotion, emotional contrasts, topic, special symbols, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'language style', 'common knowledge', 'emotional contrasts', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, language style, common knowledge, emotional contrasts, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'cultural background', 'language style', 'emotional contrasts', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: emotional words, cultural background, language style, emotional contrasts, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Christmas this Christmas that FOH its just a day people !! get a grip and sit down nd chow some Mopani worms\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
#Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at http://t.co/UYSi2qgA4S! http://t.co/yjQh8wj3ni,0,"['topic', 'special symbols', 'language style', 'rhetorical devices', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, special symbols, language style, rhetorical devices, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at http://t.co/UYSi2qgA4S! http://t.co/yjQh8wj3ni\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'rhetorical devices', 'common knowledge', 'surface emotion', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, rhetorical devices, common knowledge, surface emotion, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at http://t.co/UYSi2qgA4S! http://t.co/yjQh8wj3ni\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'topic', 'special symbols', 'language style', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, topic, special symbols, language style, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        #Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at http://t.co/UYSi2qgA4S! http://t.co/yjQh8wj3ni\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,"sarcastic
topic: sarcasm, humor, clothing
symbols: s (text section containing ""http"" symbols)
language style: informal, energetic
surface emotion: amusement",1,1
The #Gophers aren't nervous. #SammyCommentary #Gophers,0,"['punctuation', 'cultural background', 'context', 'special symbols', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, cultural background, context, special symbols, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The #Gophers aren't nervous. #SammyCommentary #Gophers\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'context', 'special symbols', 'rhetorical devices', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, context, special symbols, rhetorical devices, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The #Gophers aren't nervous. #SammyCommentary #Gophers\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'emotional contrasts', 'context', 'keywords', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional contrasts, context, keywords, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        The #Gophers aren't nervous. #SammyCommentary #Gophers\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist http://t.co/p7PycV1NMU,0,"['special symbols', 'rhetorical devices', 'context', 'keywords', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, rhetorical devices, context, keywords, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist http://t.co/p7PycV1NMU\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'keywords', 'context', 'punctuation', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, keywords, context, punctuation, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist http://t.co/p7PycV1NMU\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'cultural background', 'emotional contrasts', 'special symbols', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, cultural background, emotional contrasts, special symbols, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Bitches be like ..... #more #appointments #please #not#crazy#enough .... YET @ orthodontist http://t.co/p7PycV1NMU\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
I am so glad that I woke up early for this office visit to have to the mother not show up! #not,1,"['punctuation', 'common knowledge', 'language style', 'rhetorical devices', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, common knowledge, language style, rhetorical devices, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I am so glad that I woke up early for this office visit to have to the mother not show up! #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'emotional words', 'rhetorical devices', 'context', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, emotional words, rhetorical devices, context, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I am so glad that I woke up early for this office visit to have to the mother not show up! #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'emotional contrasts', 'language style', 'punctuation', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, emotional contrasts, language style, punctuation, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I am so glad that I woke up early for this office visit to have to the mother not show up! #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
http://t.co/aoKwVdWKcc #Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c... http://t.co/qx4Ew1Q2co,0,"['cultural background', 'surface emotion', 'punctuation', 'language style', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, surface emotion, punctuation, language style, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        http://t.co/aoKwVdWKcc #Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c... http://t.co/qx4Ew1Q2co\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'keywords', 'rhetorical devices', 'context', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, keywords, rhetorical devices, context, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        http://t.co/aoKwVdWKcc #Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c... http://t.co/qx4Ew1Q2co\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'emotional words', 'cultural background', 'language style', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: keywords, emotional words, cultural background, language style, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        http://t.co/aoKwVdWKcc #Science of the #GardenOfEden - #Eden #KentHovind #Christian #Jesus #Christ #c... http://t.co/qx4Ew1Q2co\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner,0,"['punctuation', 'topic', 'surface emotion', 'keywords', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, topic, surface emotion, keywords, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'keywords', 'context', 'emotional contrasts', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: punctuation, keywords, context, emotional contrasts, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'language style', 'emotional contrasts', 'surface emotion', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, language style, emotional contrasts, surface emotion, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        Sickens me that killing innocent black men & children has become such a lucrative career in America. #MikeBrown #TrayvonMartin #EricGarner\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @willbmx,0,"['rhetorical devices', 'topic', 'surface emotion', 'emotional contrasts', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, topic, surface emotion, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @willbmx\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'punctuation', 'rhetorical devices', 'emotional words', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, punctuation, rhetorical devices, emotional words, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @willbmx\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'rhetorical devices', 'special symbols', 'emotional words', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, rhetorical devices, special symbols, emotional words, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        50km into the #Rapha #festive500 and we stop off for a Coffee#1... Toes are coming back to life @willbmx\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
@RailwaySloth u do really need to get a wee bit more lol,0,"['topic', 'punctuation', 'rhetorical devices', 'surface emotion', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, punctuation, rhetorical devices, surface emotion, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @RailwaySloth u do really need to get a wee bit more lol\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'cultural background', 'language style', 'keywords', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, cultural background, language style, keywords, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @RailwaySloth u do really need to get a wee bit more lol\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'rhetorical devices', 'emotional words', 'language style', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: common knowledge, rhetorical devices, emotional words, language style, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @RailwaySloth u do really need to get a wee bit more lol\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",# not sarcastic,0,sarcastic,1,sarcastic,1,1
"@steveh603 so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen",0,"['cultural background', 'language style', 'special symbols', 'common knowledge', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, language style, special symbols, common knowledge, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @steveh603 so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['topic', 'keywords', 'context', 'surface emotion', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: topic, keywords, context, surface emotion, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @steveh603 so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'special symbols', 'emotional contrasts', 'punctuation', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, special symbols, emotional contrasts, punctuation, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @steveh603 so if they undo the affordable care act, and I should expect my insurance to decline 33%? #Not #Gonna #Happen\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
@DaveNavarro @SpikeInkMaster #not sure who will take it home?,0,"['language style', 'punctuation', 'emotional contrasts', 'common knowledge', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: language style, punctuation, emotional contrasts, common knowledge, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @DaveNavarro @SpikeInkMaster #not sure who will take it home?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['special symbols', 'cultural background', 'punctuation', 'surface emotion', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: special symbols, cultural background, punctuation, surface emotion, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @DaveNavarro @SpikeInkMaster #not sure who will take it home?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'special symbols', 'context', 'surface emotion', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, special symbols, context, surface emotion, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        @DaveNavarro @SpikeInkMaster #not sure who will take it home?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,not sarcastic,0,not sarcastic,0,0
"I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not",1,"['context', 'punctuation', 'keywords', 'surface emotion', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: context, punctuation, keywords, surface emotion, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'language style', 'rhetorical devices', 'emotional contrasts', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, language style, rhetorical devices, emotional contrasts, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'keywords', 'topic', 'rhetorical devices', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        You are a sarcasm classification classifier. Extract the following cues: cultural background, keywords, topic, rhetorical devices, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Input:\n        I actually just started crying while brushing my teeth due to lack of sleep, stress and test anxiety. Today's gonna be a good one... #not\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,sarcastic,1,sarcastic,1,1
